Q8TGM7
P60621
P60620
P26856
P68539
P68540
P14578
P08742
P05502
Q0H8Y4
P24881
Q02211
Q37370
Q37370
P03945
P48866
P24893
P00402
P07506
P20681
Q05143
P12786
Q01555
P48867
O03521
P08743
O03515
O03554
O03524
O03546
O03539
P80440
Q85QA3
P00401
P98001
P20386
Q08855
A6H4Q6
P48868
Q9B6E7
P08681
P41774
Q07434
P07657
P62514
O21042
O21042
P31833
Q4ULU5
Q92I67
Q1RI42
O54069
A9RAH5
Q96000
Q0H8Y3
P0C8K9
Q2LCQ6
Q2LCQ6
Q0H8Y2
P29871
P33517
Q9ZZX1
P98002
P08305
A9RAH6
Q9B229
O99252
Q02766
Q4UJ69
O99255
P50671
Q8WEW4
P14544
Q8WEW3
P04371
Q9ZZ08
Q957T2
Q9TGE6
P67796
P67795
P84287
P84202
P84201
Q85TA0
P29860
P29856
P67799
P67798
P67797
P34840
P29877
P29865
P33505
P29859
P29880
P98021
P29879
P29876
P50693
Q9G6J1
P50692
Q0H8Y1
P29881
P29873
P00409
Q36097
Q9TGD8
Q37545
P50253
P00408
P98030
P84290
P84289
P84288
P98003
P25002
O47428
P12701
O79417
P98025
P29870
P50676
P29874
P15545
P03878
P20375
P33518
P98048
Q9MIY7
Q37411
Q37706
Q06473
Q37677
P50268
Q9ZZ51
P48171
O78682
P29878
Q37741
Q4JQI4
O47496
P14573
P50267
P24987
P29872
Q37604
P98032
P34189
O03848
O79404
P50689
Q04440
P98027
P92662
P24010
Q33439
Q37547
Q5Z0K2
Q38RU4
P24988
Q96183
P41311
P98034
P16262
Q38S35
P98047
Q38RW8
Q37685
P98039
Q7IKU8
Q38S38
Q33375
P50685
Q38RZ2
Q38S47
Q37430
Q37595
Q38RX1
P98035
Q38S29
Q38S62
P00407
P98033
Q38S26
Q38S05
Q38S17
Q9G2X2
Q38RU1
Q38RV3
Q38RZ7
P50686
Q38S41
P50672
Q38S56
Q38S65
O79673
P00405
Q38RY6
Q38RW5
P00406
Q38S20
Q38S11
P29875
Q38S14
Q38RU7
Q38RY9
Q38S02
Q38S23
P50673
Q37548
P50679
Q38S00
Q37476
P50687
P50688
Q38S08
Q38S50
Q37691
Q38RV6
Q8W9N3
P34956
E0TW66
O78750
Q38RY0
O47679
Q73VC3
O47674
P98019
O47673
Q37596
Q37643
P50662
O47870
P50666
Q5YRP8
O47672
Q2Y0B9
Q37649
Q9K451
Q828X4
P18944
P98042
O47670
Q82AK9
O21400
P24986
P9WP71
P9WP70
P63853
Q9ZZY8
Q9X813
Q37419
P50678
A9RAH7
P50684
O03889
Q599A0
Q38S53
P68530
P68554
P68553
Q6NFM3
O03891
O03890
P50675
P68294
P68295
P68296
P41294
P50680
Q37369
P50667
Q37440
Q37416
Q96190
Q8FMT1
P29652
Q9CBQ5
P98024
P98046
O03851
Q38PR9
P48660
P48890
Q38S59
Q9TA26
Q2I3H1
O03895
P38596
Q00528
P29648
O99819
Q3L6W7
P92478
O03893
Q9YDX6
O47669
P98049
P50661
P29647
Q7IC90
P98000
Q0H8Y0
O03892
P29645
P50691
P98031
O47667
O47668
O47678
O47681
O47680
P67782
P67781
P67780
Q79VD7
Q539C6
O47671
Q9G0U1
Q7IZ01
Q7IZ11
Q7IZ14
Q7IZ15
Q7IZ21
Q7J6G2
O48267
O47676
O48276
Q7J6G4
Q9G5S9
Q9G1N5
Q7IZ08
P98036
Q9G185
Q7IZ16
P98020
Q37684
P98043
P50683
P48870
P98037
P98044
Q37605
P29643
O47675
Q96127
P25312
P26857
P26455
P29650
Q37718
P29644
P11948
Q0H8Y7
P68298
P68297
P00403
Q9GCE7
Q49WI3
O79549
Q02212
P50690
O47677
Q5HH24
Q7A182
Q6GAF3
Q7A699
Q99V37
Q2YX15
Q2FZK0
Q2FI18
P29646
P29649
P26457
Q6GI24
P29654
Q37472
Q4L564
P26456
P93285
P05490
Q02226
P00411
Q8CPP7
Q5HQB0
Q9WWR2
P98009
P29651
P32646
Q9I426
P92693
P48869
P98012
P98038
P27168
P0ABI8
P0ABI9
P0ABJ0
P00412
P20682
Q9B8D8
P29163
Q8K994
P57543
P05491
P00413
P98057
P48889
P43373
B0FWD1
P00417
P00418
P33508
P14574
P34842
Q9T9Y6
P92696
P69218
P69217
P20684
P48172
P25003
O79676
O47475
Q95707
O79407
Q9T9W8
O47694
O47690
O48316
Q36860
Q9T9X6
O47709
P41312
Q9MIY4
O48374
O47691
P68089
P68088
P69215
P69216
O47695
O47686
O47706
O47693
O03201
O47699
Q9T9V9
P68532
P68531
P55777
O03170
O47705
P68300
P68299
O47702
O47692
O21403
O47700
Q00529
Q96065
O47708
P00414
P38597
O47685
Q9ZZ48
P15952
P18945
O21331
O47687
O47689
Q8SEW8
Q9ZZY5
Q5Y4Q4
O47698
Q96133
O47701
Q35539
O21619
P34198
Q576B8
O47710
Q33824
P00415
Q36455
P12702
Q35916
O47696
P48661
P92665
O47688
P41295
P92481
O47697
P24989
Q8W9N0
P00416
O79433
Q9ZZ61
Q38PR6
Q8LX26
Q1HK97
P05505
Q36309
Q95914
Q8W9G7
P00419
Q34943
Q2I3F5
P48892
Q4JQI1
Q2I3G8
Q9ZXX8
O47491
O63915
P15546
P26858
O79552
Q37620
O99822
P15953
P48872
P92514
P48891
P08745
Q03227
P14853
P48873
Q36952
P14852
P34843
P32808
P80439
P09138
P00421
Q35242
P80441
Q37600
Q35826
Q95840
P00422
Q02654
Q37374
Q0H8X4
P06030
Q9B1P9
Q34214
P48874
A6H4Q3
Q85Q96
P14575
Q4UKK0
Q9XLX0
Q92J29
Q1RHH9
Q36837
P00420
Q9ZDX3
Q9XLW9
Q33845
A9RAG9
Q75G34
P41775
P14058
Q9B6D8
P24891
P24879
Q33752
P98005
P18601
P07837
P18600
P83968
P83967
P83969
P49871
P07836
P10981
P45887
P02574
Q6NVA9
O93400
P79818
P68143
P68142
P18603
O16808
P49128
P53501
P53505
P53478
A2BDB0
P63257
P63259
P63260
P63261
Q5ZMQ2
P63258
P63256
Q6P378
Q5JAK2
P29751
P60707
Q4L0Y2
P60713
O42161
P60711
Q5R6G0
Q6QAQ1
Q5R1X3
P60710
Q711N9
Q4R561
P60709
P60708
Q76N69
P60706
Q71FK5
O18840
P60712
P84856
P84185
P84183
P84184
P10987
P53506
Q8JJB8
P84336
P02572
Q25381
P45886
Q7ZVI7
P83750
P83751
Q7ZVF9
P48975
Q91ZK5
Q0PGG4
P45885
P10994
P53486
P15475
P53485
P18602
P53471
P90689
P10986
P41340
P0DM42
P0DM41
P10984
Q26065
P53458
Q25010
O17503
Q93131
Q93129
P68555
P53456
P68556
P53470
Q00215
P30163
Q25379
P04829
P69003
P69002
P27130
P53475
Q6P8G3
P41339
P26198
P53480
Q98972
P68264
P68140
P04751
Q6P640
P68035
P68033
P68032
P68034
Q3ZC07
P62738
P62740
P62737
P62736
P62739
P53482
P08023
Q25472
Q964D9
Q964E2
O15998
P04752
P12716
P17126
P53463
P49055
P10995
P53464
P20399
P53465
P53479
P92179
Q964E1
O18499
Q964E3
Q964E0
P92176
P41112
P69005
P69004
P53457
P53472
P53461
P02576
P02578
P30162
P68136
P68135
Q5R9Q5
P68137
P68134
P68133
P68139
P68138
P53460
Q90X97
P26197
P92182
P41341
O17320
P63269
P63268
P63267
P63270
Q5E9B5
P17304
P41113
P07830
Q54GX7
P53466
P12717
P91754
P10990
Q00214
P18499
Q03342
P53467
P53474
P53473
Q562R1
P45521
P07829
Q553U6
Q554S6
Q07903
O18500
Q8BFZ3
P24902
P43239
Q10DV7
A2XLF2
Q55EU6
Q96292
P35432
Q96293
Q9BYX7
P53459
P53455
P10989
O65315
Q8X119
P53689
O13419
P20359
P12431
P50138
P30172
P30171
O81221
P53496
P10365
P30164
P30167
P0CJ47
P0CJ46
P30173
P78711
Q6TCF2
Q9UVW9
Q10AZ4
A2XNS1
Q9URS0
P53492
P30165
Q9Y701
Q9Y702
Q25380
Q93132
P46258
Q9Y707
P48465
P30168
Q93130
A3C6D7
P0C539
O17502
P20904
Q05214
P30169
P0C540
P0C542
P53498
O65314
O65316
P60010
P60011
P60009
P0CG39
P0CG38
P30161
Q6S8J3
P53494
P53497
Q75D00
P02580
Q39758
P53502
P23343
P53504
A5A3E0
P07828
P53483
Q03341
P11426
A5DQP9
P17128
Q9UVF3
P14235
Q9UVZ8
Q2U7A3
O74258
P26183
Q9P4D1
P53476
Q9UVX4
P02581
P02582
P26182
P53500
Q7RME1
P86287
Q8I4X0
P22131
Q92192
P23344
P10988
Q54HF1
P27131
Q8RYC2
P10993
Q4Z1L3
P10992
Q9Y896
P27132
Q9NJV4
P53491
Q99023
Q54HF0
P13363
P22132
Q8SWN8
P24263
P53499
P86288
Q8ILW9
P14883
Q4YU79
Q7RPB4
P81228
P93371
Q96484
Q96482
P81229
P93372
P93376
Q96483
P93375
P93587
P93374
P93585
P93586
P93584
P12433
Q92193
P12432
P53477
P93373
P45520
Q96481
P93738
P20360
P45891
Q55CU2
P55805
P12715
Q54I79
P53503
P02583
P53468
P42025
Q8BXF8
A4IFE3
P85515
P61164
Q4R6J9
P61163
P61162
Q8R5C5
P42023
Q9BYD9
Q5XIK1
P51775
O00937
Q54HE7
P45889
P53469
P38673
Q54HE9
Q9D9J3
Q4R821
Q54L54
Q8TDG2
Q4R317
Q8TDY3
Q9D9L5
Q2TA43
P86173
Q99MR0
A4FUX8
O94805
Q84M92
Q4R333
O96019
Q9Z2N8
P86700
Q4P2E8
Q32KZ2
Q4R6Q3
Q9Y615
Q9QY84
Q641W9
P38696
Q2T9W4
O94630
Q4IPI4
Q5AW89
Q8TC94
P32381
Q09849
P53487
P53489
Q61JZ2
Q7SHR0
Q9QY83
Q32L91
P80428
Q4WHA3
Q9Y614
Q95JK8
Q4QR76
P45888
Q9P7X7
Q6CSB9
Q8L4Y5
Q7ZXV3
Q754G5
Q7ZTP2
Q5BL41
Q5R4K0
P61161
P61160
A7MB62
Q5M7U6
P53488
O96621
Q6ZJW9
A2YR10
Q8CG27
Q7SXW6
Q56A35
Q6FJV8
A3ANB5
A2XMK6
Q9UUJ1
Q6C061
Q6AY16
D0LWX4
Q5NBI2
A2WNB0
A2YUL5
Q61WW9
Q6Z256
Q8LGE3
Q9N4I0
Q9LSD6
Q6BXN0
A2AKE7
Q5JWF8
O73723
Q4V7C7
Q99JY9
Q90WD0
Q5R8R1
P61158
P61157
P32392
Q9P1U1
Q641P0
Q54KZ7
P53490
Q9DEE9
Q5AC48
Q24733
Q9GZN1
Q9H568
P47117
Q9D864
P42528
Q6K908
A2X6S3
P45890
P78712
Q9H9F9
Q7XR80
A8WAT2
Q7S6X6
P32390
Q6C982
